673
 8330 0.0001778920
 8340 0.0001542650
 8350 0.0001420120
 8360 0.0001212800
 8370 0.0001033040
19410 0.0001098430
19420 0.0001207460
19430 0.0001322490
19440 0.0001445670
19450 0.0001569390
19460 0.0001694460
19470 0.0001819620
19480 0.0001945240
19490 0.0002070880
19500 0.0002190200
19510 0.0002309450
19520 0.0002420240
19530 0.0002529500
19540 0.0002625260
19550 0.0002715350
19560 0.0002791740
19570 0.0002857380
19580 0.0002915520
19590 0.0002963140
19600 0.0003005270
19610 0.0003032680
19620 0.0003058550
19630 0.0003073860
19640 0.0003089180
19650 0.0003091720
19660 0.0003094040
19670 0.0003091970
19680 0.0003089060
19690 0.0003084440
19700 0.0003079070
19710 0.0003074470
19720 0.0003070500
19730 0.0003066260
19740 0.0003061610
19750 0.0003056660
19760 0.0003050860
19770 0.0003044860
19780 0.0003037380
19790 0.0003029910
19800 0.0003020900
19810 0.0003011850
19820 0.0003001790
19830 0.0002991520
19840 0.0002979420
19850 0.0002966480
19860 0.0002951080
19870 0.0002933620
19880 0.0002914940
19890 0.0002894450
19900 0.0002874550
19910 0.0002856390
19920 0.0002838590
19930 0.0002823600
19940 0.0002808620
19950 0.0002795390
19960 0.0002782220
19970 0.0002769230
19980 0.0002756280
19990 0.0002743710
20000 0.0002731310
20010 0.0002719880
20020 0.0002709270
20030 0.0002699310
20040 0.0002690330
20050 0.0002681710
20060 0.0002674190
20070 0.0002666640
20080 0.0002658800
20090 0.0002650960
20100 0.0002644370
20110 0.0002637820
20120 0.0002633800
20130 0.0002630370
20140 0.0002627680
20150 0.0002625350
20160 0.0002622710
20170 0.0002619780
20180 0.0002616110
20190 0.0002611250
20200 0.0002605920
20210 0.0002599060
20220 0.0002592110
20230 0.0002584350
20240 0.0002576580
20250 0.0002569730
20260 0.0002562940
20270 0.0002554630
20280 0.0002545950
20290 0.0002533950
20300 0.0002520240
20310 0.0002505790
20320 0.0002490660
20330 0.0002475790
20340 0.0002461380
20350 0.0002447160
20360 0.0002433640
20370 0.0002420050
20380 0.0002405760
20390 0.0002391480
20400 0.0002374780
20410 0.0002357930
20420 0.0002338700
20430 0.0002318860
20440 0.0002298600
20450 0.0002278130
20460 0.0002258650
20470 0.0002240150
20480 0.0002221640
20490 0.0002203120
20500 0.0002184380
20510 0.0002164870
20520 0.0002145330
20530 0.0002125440
20540 0.0002105540
20550 0.0002086980
20560 0.0002068520
20570 0.0002052260
20580 0.0002036590
20590 0.0002021960
20600 0.0002007910
20610 0.0001993230
20620 0.0001977920
20630 0.0001961760
20640 0.0001944030
20650 0.0001926260
20660 0.0001908360
20670 0.0001890620
20680 0.0001875160
20690 0.0001859700
20700 0.0001845900
20710 0.0001832230
20720 0.0001817700
20730 0.0001802910
20740 0.0001786730
20750 0.0001769730
20760 0.0001751880
20770 0.0001733130
20780 0.0001714430
20790 0.0001695820
20800 0.0001677450
20810 0.0001660040
20820 0.0001642510
20830 0.0001622980
20840 0.0001603450
20850 0.0001580210
20860 0.0001556610
20870 0.0001527500
20880 0.0001496730
20890 0.0001463510
20900 0.0001428800
20910 0.0001391240
20920 0.0001350590
20930 0.0001307510
20940 0.0001259610
20950 0.0001210320
20960 0.0001155090
20970 0.0001099520
20980 0.0001036970
40610 0.0001038450
40620 0.0001130490
40630 0.0001229460
40640 0.0001301480
40650 0.0001370220
40660 0.0001448750
40670 0.0001575670
40680 0.0001690170
40690 0.0001778570
40700 0.0001842040
40710 0.0001944690
40720 0.0002037810
40730 0.0002113840
40740 0.0002168160
40750 0.0002220680
40760 0.0002308360
40770 0.0002391780
40780 0.0002434830
40790 0.0002458910
40800 0.0002515930
40810 0.0002593560
40820 0.0002674480
40830 0.0002738390
40840 0.0002819420
40850 0.0002929980
40860 0.0003095310
40870 0.0003214800
40880 0.0003342440
40890 0.0003492880
40900 0.0003688120
40910 0.0003898010
40920 0.0004095300
40930 0.0004281870
40940 0.0004519880
40950 0.0004799100
40960 0.0005075760
40970 0.0005333930
40980 0.0005629750
40990 0.0005971050
41000 0.0006338500
41010 0.0006719390
41020 0.0007055800
41030 0.0007453130
41040 0.0007894510
41050 0.0008364310
41060 0.0008830140
41070 0.0009317100
41080 0.0009843850
41090 0.0010446500
41100 0.0011070400
41110 0.0011701300
41120 0.0012364000
41130 0.0013136200
41140 0.0013973900
41150 0.0014840900
41160 0.0015734900
41170 0.0016678200
41180 0.0017766900
41190 0.0018920000
41200 0.0020117300
41210 0.0021410700
41220 0.0022845300
41230 0.0024407600
41240 0.0026098100
41250 0.0027898200
41260 0.0029838200
41270 0.0031945700
41280 0.0034257800
41290 0.0036783900
41300 0.0039477600
41310 0.0042369000
41320 0.0045518300
41330 0.0049080700
41340 0.0052874900
41350 0.0056938500
41360 0.0061404800
41370 0.0066433400
41380 0.0071895900
41390 0.0077797600
41400 0.0084259300
41410 0.0091516600
41420 0.0099453800
41430 0.0108087000
41440 0.0117692000
41450 0.0128343000
41460 0.0140000000
41470 0.0152746000
41480 0.0167233000
41490 0.0183202000
41500 0.0200691000
41510 0.0219868000
41520 0.0241944000
41530 0.0266274000
41540 0.0292967000
41550 0.0322361000
41560 0.0356353000
41570 0.0393863000
41580 0.0435133000
41590 0.0481058000
41600 0.0533724000
41610 0.0591930000
41620 0.0656075000
41630 0.0728054000
41640 0.0809782000
41650 0.0899743000
41660 0.0998442000
41670 0.1109730000
41680 0.1234220000
41690 0.1369990000
41700 0.1517600000
41710 0.1683010000
41720 0.1863960000
41730 0.2058780000
41740 0.2267740000
41750 0.2498020000
41760 0.2743170000
41770 0.3001740000
41780 0.3273390000
41790 0.3562830000
41800 0.3862230000
41810 0.4170480000
41820 0.4486440000
41830 0.4807140000
41840 0.5127690000
41850 0.5446450000
41860 0.5760370000
41870 0.6064100000
41880 0.6357370000
41890 0.6638170000
41900 0.6900050000
41910 0.7139480000
41920 0.7360300000
41930 0.7562080000
41940 0.7738360000
41950 0.7891680000
41960 0.8026050000
41970 0.8141820000
41980 0.8232510000
41990 0.8305760000
42000 0.8365000000
42010 0.8411510000
42020 0.8441420000
42030 0.8461910000
42040 0.8474280000
42050 0.8479180000
42060 0.8476310000
42070 0.8469890000
42080 0.8460510000
42090 0.8448590000
42100 0.8435090000
42110 0.8421220000
42120 0.8407320000
42130 0.8393920000
42140 0.8381810000
42150 0.8371020000
42160 0.8361680000
42170 0.8354450000
42180 0.8349380000
42190 0.8346100000
42200 0.8344650000
42210 0.8345670000
42220 0.8348730000
42230 0.8353470000
42240 0.8359830000
42250 0.8368480000
42260 0.8378530000
42270 0.8389800000
42280 0.8402190000
42290 0.8416090000
42300 0.8430790000
42310 0.8446210000
42320 0.8462280000
42330 0.8478870000
42340 0.8495700000
42350 0.8512700000
42360 0.8529810000
42370 0.8546810000
42380 0.8563630000
42390 0.8580200000
42400 0.8596330000
42410 0.8611790000
42420 0.8626620000
42430 0.8640760000
42440 0.8653840000
42450 0.8665850000
42460 0.8676820000
42470 0.8686650000
42480 0.8694690000
42490 0.8701170000
42500 0.8706210000
42510 0.8709780000
42520 0.8710880000
42530 0.8710110000
42540 0.8707480000
42550 0.8702860000
42560 0.8695190000
42570 0.8685430000
42580 0.8673470000
42590 0.8658870000
42600 0.8640780000
42610 0.8620120000
42620 0.8596820000
42630 0.8570270000
42640 0.8539840000
42650 0.8506420000
42660 0.8470010000
42670 0.8429790000
42680 0.8386300000
42690 0.8340850000
42700 0.8294030000
42710 0.8247360000
42720 0.8203140000
42730 0.8162250000
42740 0.8125580000
42750 0.8097810000
42760 0.8077200000
42770 0.8062760000
42780 0.8054190000
42790 0.8052930000
42800 0.8054770000
42810 0.8058540000
42820 0.8062960000
42830 0.8065540000
42840 0.8065320000
42850 0.8061610000
42860 0.8052790000
42870 0.8037900000
42880 0.8019510000
42890 0.7998140000
42900 0.7974110000
42910 0.7949040000
42920 0.7924080000
42930 0.7899570000
42940 0.7876140000
42950 0.7853980000
42960 0.7832950000
42970 0.7813110000
42980 0.7795050000
42990 0.7778570000
43000 0.7763490000
43010 0.7749870000
43020 0.7738500000
43030 0.7728770000
43040 0.7720640000
43050 0.7714200000
43060 0.7710230000
43070 0.7707920000
43080 0.7707250000
43090 0.7708420000
43100 0.7711890000
43110 0.7716920000
43120 0.7723480000
43130 0.7731820000
43140 0.7742020000
43150 0.7753510000
43160 0.7766220000
43170 0.7780390000
43180 0.7795820000
43190 0.7812130000
43200 0.7829260000
43210 0.7847160000
43220 0.7865510000
43230 0.7884100000
43240 0.7902820000
43250 0.7921400000
43260 0.7939540000
43270 0.7957100000
43280 0.7973970000
43290 0.7989370000
43300 0.8003550000
43310 0.8016340000
43320 0.8027450000
43330 0.8035960000
43340 0.8042490000
43350 0.8046950000
43360 0.8048850000
43370 0.8047410000
43380 0.8043480000
43390 0.8037010000
43400 0.8027350000
43410 0.8014230000
43420 0.7998490000
43430 0.7980150000
43440 0.7958460000
43450 0.7933820000
43460 0.7906870000
43470 0.7877730000
43480 0.7845830000
43490 0.7811980000
43500 0.7776590000
43510 0.7739810000
43520 0.7701460000
43530 0.7662500000
43540 0.7623120000
43550 0.7583510000
43560 0.7544070000
43570 0.7505310000
43580 0.7467380000
43590 0.7430610000
43600 0.7395830000
43610 0.7362730000
43620 0.7331470000
43630 0.7302680000
43640 0.7276800000
43650 0.7253120000
43660 0.7231620000
43670 0.7212960000
43680 0.7196550000
43690 0.7181570000
43700 0.7167810000
43710 0.7155050000
43720 0.7142020000
43730 0.7127910000
43740 0.7112130000
43750 0.7092430000
43760 0.7068350000
43770 0.7039070000
43780 0.7003620000
43790 0.6956520000
43800 0.6900380000
43810 0.6834570000
43820 0.6757510000
43830 0.6662580000
43840 0.6554940000
43850 0.6434340000
43860 0.6298770000
43870 0.6143790000
43880 0.5975430000
43890 0.5794100000
43900 0.5597560000
43910 0.5386440000
43920 0.5164770000
43930 0.4933560000
43940 0.4692330000
43950 0.4444640000
43960 0.4193180000
43970 0.3939010000
43980 0.3684110000
43990 0.3431940000
44000 0.3183650000
44010 0.2940040000
44020 0.2705620000
44030 0.2480750000
44040 0.2265390000
44050 0.2060160000
44060 0.1871280000
44070 0.1693590000
44080 0.1527340000
44090 0.1374020000
44100 0.1236590000
44110 0.1109760000
44120 0.0993244000
44130 0.0888670000
44140 0.0796334000
44150 0.0712255000
44160 0.0636000000
44170 0.0568853000
44180 0.0509632000
44190 0.0456120000
44200 0.0407916000
44210 0.0366028000
44220 0.0328872000
44230 0.0295314000
44240 0.0265094000
44250 0.0239044000
44260 0.0215727000
44270 0.0194636000
44280 0.0175581000
44290 0.0159206000
44300 0.0144345000
44310 0.0130861000
44320 0.0118734000
44330 0.0108145000
44340 0.0098492400
44350 0.0089702900
44360 0.0081787700
44370 0.0074813300
44380 0.0068401900
44390 0.0062526000
44400 0.0057263900
44410 0.0052568500
44420 0.0048264600
44430 0.0044322900
44440 0.0040780800
44450 0.0037570500
44460 0.0034619500
44470 0.0031913300
44480 0.0029489500
44490 0.0027277300
44500 0.0025222700
44510 0.0023308800
44520 0.0021624000
44530 0.0020055200
44540 0.0018598100
44550 0.0017257000
44560 0.0016025600
44570 0.0014896700
44580 0.0013852300
44590 0.0012877400
44600 0.0011990800
44610 0.0011149200
44620 0.0010354400
44630 0.0009623110
44640 0.0008959410
44650 0.0008328170
44660 0.0007727990
44670 0.0007176430
44680 0.0006655750
44690 0.0006179720
44700 0.0005747560
44710 0.0005328550
44720 0.0004951840
44730 0.0004598260
44740 0.0004263940
44750 0.0003985830
44760 0.0003714470
44770 0.0003453720
44780 0.0003207500
44790 0.0002992750
44800 0.0002808180
44810 0.0002650320
44820 0.0002517740
44830 0.0002379700
44840 0.0002263140
44850 0.0002160010
44860 0.0002056140
44870 0.0001975030
44880 0.0001882040
44890 0.0001782110
44900 0.0001697710
44910 0.0001614410
44920 0.0001536460
44930 0.0001460550
44940 0.0001368670
44950 0.0001266760
44960 0.0001175300
44970 0.0001099810
44980 0.0001028270
54290 0.0001003210
54300 0.0001037630
54310 0.0001076240
54320 0.0001120950
54330 0.0001171640
54340 0.0001226140
54350 0.0001283850
54360 0.0001344470
54370 0.0001396620
54380 0.0001443270
54390 0.0001489510
54400 0.0001542070
54410 0.0001605340
54420 0.0001674480
54430 0.0001749580
54440 0.0001832120
54450 0.0001917520
54460 0.0002002870
54470 0.0002090170
54480 0.0002187360
54490 0.0002303770
54500 0.0002433100
54510 0.0002574550
54520 0.0002730830
54530 0.0002900550
54540 0.0003078230
54550 0.0003262560
54560 0.0003459490
54570 0.0003673900
54580 0.0003902870
54590 0.0004144960
54600 0.0004392710
54610 0.0004643570
54620 0.0004896040
54630 0.0005148710
54640 0.0005400950
54650 0.0005661720
54660 0.0005932870
54670 0.0006217800
54680 0.0006511100
54690 0.0006807070
54700 0.0007106020
54710 0.0007410630
54720 0.0007715480
54730 0.0008022540
54740 0.0008332130
54750 0.0008644210
54760 0.0008951900
54770 0.0009244090
54780 0.0009515710
54790 0.0009760800
54800 0.0009977040
54810 0.0010168800
54820 0.0010336500
54830 0.0010471200
54840 0.0010580400
54850 0.0010660600
54860 0.0010707600
54870 0.0010695500
54880 0.0010654200
54890 0.0010582100
54900 0.0010474500
54910 0.0010331200
54920 0.0010164300
54930 0.0009974680
54940 0.0009759890
54950 0.0009511290
54960 0.0009247610
54970 0.0008974140
54980 0.0008699420
54990 0.0008428590
55000 0.0008166380
